MAG_id	dataset_id	sample_id	SGB_id	unknown	assigned_taxonomy_level	superkingdom	phylum	class	order	family	genus	species	genome_size	n_contigs	N50	completeness	contamination	GC_content
WalshL_xxxx__A12__bin.2	WalshL_xxxx	A12	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1738148	379	5582	71.86520376	0.0	0.350973565
WalshL_xxxx__B12__bin.6	WalshL_xxxx	B12	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1922453	402	5803	82.2060321	0.284090909	0.352604719
WalshL_xxxx__B1__bin.2	WalshL_xxxx	B1	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1898599	323	7898	76.72413793	0.0	0.351480223
WalshL_xxxx__H10__bin.2	WalshL_xxxx	H10	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2417954	356	9434	96.18055556	1.988636364	0.346971448
WalshL_xxxx__H11__bin.5	WalshL_xxxx	H11	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2074713	346	7781	93.56962482	2.749081726	0.350060948
WalshL_xxxx__I10__bin.3	WalshL_xxxx	I10	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1319552	21	91919	51.51515152	0.0	0.348979805
WalshL_xxxx__I12__bin.4	WalshL_xxxx	I12	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2235816	35	91919	100.0	0.754716981	0.350757844
WalshL_xxxx__I2__bin.2	WalshL_xxxx	I2	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1838303	450	4729	85.92436461	1.515151515	0.356255198
WalshL_xxxx__I5__bin.5	WalshL_xxxx	I5	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2229929	38	78627	100.0	0.377358491	0.350680672
WalshL_xxxx__I8__bin.4	WalshL_xxxx	I8	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2274620	71	52994	100.0	0.754716981	0.350223774
WalshL_xxxx__I9__bin.5	WalshL_xxxx	I9	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2224064	40	79857	99.62264151	0.0	0.350720123
WalshL_xxxx__J3__bin.7	WalshL_xxxx	J3	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2261394	238	14861	98.11320755	0.691823899	0.351700323
WalshL_xxxx__J5__bin.2	WalshL_xxxx	J5	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1084539	23	173313	51.13207547	0.377358491	0.353863715
WalshL_xxxx__L7__bin.3	WalshL_xxxx	L7	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2411970	239	19782	97.88679245	1.132075472	0.348895301
WalshL_xxxx__L8__bin.5	WalshL_xxxx	L8	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2227073	61	53510	99.62264151	0.754716981	0.351592875
WalshL_xxxx__L9__bin.1	WalshL_xxxx	L9	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2434283	148	37115	99.01886792	2.79245283	0.349147162
WalshL_xxxx__M4__bin.3	WalshL_xxxx	M4	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1914193	55	54469	89.81132075	0.377358491	0.352689619
WalshL_xxxx__M5__bin.6	WalshL_xxxx	M5	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	951634	16	116564	51.69811321	0.0	0.353667481
WalshL_xxxx__N10__bin.2	WalshL_xxxx	N10	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1874367	535	3898	78.89446412	0.340909091	0.357870684
WalshL_xxxx__N12__bin.1	WalshL_xxxx	N12	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2384302	523	5528	90.87631394	3.516414141	0.347098648
WalshL_xxxx__O11__bin.3	WalshL_xxxx	O11	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2225617	36	92295	100.0	0.0	0.350788568
WalshL_xxxx__O1__bin.1	WalshL_xxxx	O1	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2156192	456	5811	90.30017921	1.61271809	0.350218348
WalshL_xxxx__P11__bin.5	WalshL_xxxx	P11	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1563843	65	39009	62.5	0.378787879	0.349216641
WalshL_xxxx__P12__bin.2	WalshL_xxxx	P12	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1087960	19	173316	54.1509434	0.0	0.353371447
WalshL_xxxx__Q2__bin.2	WalshL_xxxx	Q2	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2141690	38	92295	98.86792453	0.377358491	0.350904192
WalshL_xxxx__Q3__bin.7	WalshL_xxxx	Q3	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2242283	40	92295	100.0	0.377358491	0.350519091
WalshL_xxxx__Q4__bin.1	WalshL_xxxx	Q4	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2123423	36	92295	98.86792453	0.0	0.350867444
WalshL_xxxx__Q5__bin.2	WalshL_xxxx	Q5	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2241055	44	78386	100.0	0.754716981	0.350852612
WalshL_xxxx__S10__bin.1	WalshL_xxxx	S10	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2336004	103	35264	99.24528302	1.320754717	0.351255392
WalshL_xxxx__S11__bin.1	WalshL_xxxx	S11	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2392132	51	88389	99.62264151	0.188679245	0.350775793
WalshL_xxxx__S12__bin.4	WalshL_xxxx	S12	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2428814	51	104991	99.62264151	0.188679245	0.35073785
WalshL_xxxx__T1__bin.6	WalshL_xxxx	T1	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2472277	52	104991	99.62264151	1.446540881	0.350119343
WalshL_xxxx__A10__bin.2	WalshL_xxxx	A10	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1200561	414	3059	52.03761755	0.0	0.35630676
WalshL_xxxx__A11__bin.1	WalshL_xxxx	A11	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1991942	278	9885	75.28735632	0.0	0.349930369
WalshL_xxxx__B10__bin.2	WalshL_xxxx	B10	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1580223	442	3961	56.06060606	0.0	0.353040678
WalshL_xxxx__B2__bin.2	WalshL_xxxx	B2	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2334390	161	22054	99.0530303	1.160801564	0.351207382
WalshL_xxxx__B6__bin.4	WalshL_xxxx	B6	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2326031	185	22275	97.65456989	1.297061524	0.350117862
WalshL_xxxx__C12__bin.1	WalshL_xxxx	C12	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1936398	472	4711	69.38509519	0.852272727	0.353114907
WalshL_xxxx__C3__bin.2	WalshL_xxxx	C3	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2219907	95	36188	99.18132942	0.792011019	0.350471439
WalshL_xxxx__C4__bin.6	WalshL_xxxx	C4	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2230663	123	32509	96.04402715	0.852272727	0.348259688
WalshL_xxxx__C5__bin.1	WalshL_xxxx	C5	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2192544	76	50599	97.59005146	0.377358491	0.349659574
WalshL_xxxx__D7__bin.6	WalshL_xxxx	D7	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1866394	319	6985	88.52191268	4.788961039	0.352285209
WalshL_xxxx__D8__bin.5	WalshL_xxxx	D8	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2058927	344	7782	93.97997835	1.925505051	0.351095983
WalshL_xxxx__D9__bin.1	WalshL_xxxx	D9	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2248349	381	7946	93.77746358	4.04040404	0.348048724
WalshL_xxxx__E3__bin.1	WalshL_xxxx	E3	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2067302	261	10748	87.22195171	0.377358491	0.349408069
WalshL_xxxx__E4__bin.4	WalshL_xxxx	E4	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1724076	239	9779	59.48275862	0.0	0.347398839
WalshL_xxxx__E5__bin.1	WalshL_xxxx	E5	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2021996	353	7337	75.86206897	0.0	0.350989319
WalshL_xxxx__F11__bin.1	WalshL_xxxx	F11	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1920186	445	5078	65.830721	0.0	0.352286185
WalshL_xxxx__F12__bin.3	WalshL_xxxx	F12	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2289547	336	9809	81.06060606	1.724137931	0.348016878
WalshL_xxxx__F3__bin.1	WalshL_xxxx	F3	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1360605	120	16668	67.24137931	0.0	0.352590943
WalshL_xxxx__F4__bin.4	WalshL_xxxx	F4	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2104262	211	16978	83.95314027	0.410353535	0.350488675
WalshL_xxxx__F5__bin.1	WalshL_xxxx	F5	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2175806	198	17419	81.34796238	0.0	0.348969072
WalshL_xxxx__F7__bin.4	WalshL_xxxx	F7	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2498614	274	16193	92.33657136	2.840909091	0.346842289
WalshL_xxxx__G1__bin.4	WalshL_xxxx	G1	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1925179	514	4398	63.24451411	0.0	0.354007082
WalshL_xxxx__G2__bin.3	WalshL_xxxx	G2	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2256655	51	79273	100.0	0.0	0.3501541
WalshL_xxxx__G3__bin.1	WalshL_xxxx	G3	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1814411	43	83613	78.40909091	0.189393939	0.351502499
WalshL_xxxx__G4__bin.2	WalshL_xxxx	G4	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1940183	39	79273	85.51136364	0.0	0.349245406
WalshL_xxxx__G5__bin.2	WalshL_xxxx	G5	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1168977	36	84416	55.3030303	0.189393939	0.352760576
WalshL_xxxx__G9__bin.3	WalshL_xxxx	G9	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2163393	154	22560	93.53379839	1.262626263	0.347865136
WalshL_xxxx__H12__bin.10	WalshL_xxxx	H12	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2129861	331	8723	93.02995392	4.071969697	0.350259477
WalshL_xxxx__H1__bin.3	WalshL_xxxx	H1	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2192535	153	25856	95.65251118	1.274845226	0.348323744
WalshL_xxxx__H3_S87__bin.14	WalshL_xxxx	H3_S87	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2338875	192	25368	96.67177642	2.051360378	0.347715461
WalshL_xxxx__H3__bin.3	WalshL_xxxx	H3	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1156404	69	24780	60.82055896	0.0	0.35255153
WalshL_xxxx__H4__bin.2	WalshL_xxxx	H4	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2252017	208	19015	95.22841131	2.758431085	0.348292664
WalshL_xxxx__H5__bin.2	WalshL_xxxx	H5	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2059936	121	23222	92.80180841	2.967171717	0.350233697
WalshL_xxxx__I1__bin.8	WalshL_xxxx	I1	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2244850	347	8451	95.81456685	3.389937107	0.348250885
WalshL_xxxx__I6__bin.6	WalshL_xxxx	I6	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2080091	441	6050	91.08805031	1.846361186	0.353419153
WalshL_xxxx__J11__bin.4	WalshL_xxxx	J11	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1575723	289	6366	74.9910262	2.436868687	0.35142725
WalshL_xxxx__J1__bin.7	WalshL_xxxx	J1	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2216781	147	28880	93.97138541	0.568181818	0.349488741
WalshL_xxxx__J4__bin.4	WalshL_xxxx	J4	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2391820	83	50274	99.62264151	1.446540881	0.350407221
WalshL_xxxx__J6__bin.1	WalshL_xxxx	J6	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2087147	157	19813	98.29545455	1.420454545	0.351175073
WalshL_xxxx__J8__bin.4	WalshL_xxxx	J8	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2133974	342	8229	95.0503014	2.496556474	0.348197307
WalshL_xxxx__k10__bin.4	WalshL_xxxx	k10	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2435753	83	74370	99.62264151	1.446540881	0.35053308
WalshL_xxxx__k2__bin.3	WalshL_xxxx	k2	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1345621	23	92297	52.65151515	0.0	0.348527557
WalshL_xxxx__k4__bin.1	WalshL_xxxx	k4	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1659414	27	104992	63.63636364	0.378787879	0.350283895
WalshL_xxxx__L10__bin.1	WalshL_xxxx	L10	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	963608	14	119734	51.13636364	0.0	0.353785979
WalshL_xxxx__L6__bin.2	WalshL_xxxx	L6	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2218649	338	10512	96.98113208	0.377358491	0.351874046
WalshL_xxxx__M10__bin.2	WalshL_xxxx	M10	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1501488	32	130697	68.30188679	0.188679245	0.353422738
WalshL_xxxx__M11__bin.3	WalshL_xxxx	M11	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1385267	25	92219	61.74242424	0.568181818	0.351675886
WalshL_xxxx__M12__bin.1	WalshL_xxxx	M12	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1962445	39	92297	91.69811321	0.943396226	0.352721223
WalshL_xxxx__M3__bin.4	WalshL_xxxx	M3	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1046565	21	116563	55.09433962	0.0	0.352900202
WalshL_xxxx__M9__bin.1	WalshL_xxxx	M9	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1561543	41	71761	77.35849057	0.0	0.352910551
WalshL_xxxx__N1__bin.2	WalshL_xxxx	N1	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1146687	20	83749	57.9245283	0.0	0.352042885
WalshL_xxxx__N3__bin.3	WalshL_xxxx	N3	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2069167	321	9280	77.5862069	0.0	0.350216295
WalshL_xxxx__N4__bin.7	WalshL_xxxx	N4	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1523767	116	20004	69.62382445	0.0	0.352234955
WalshL_xxxx__N5__bin.3	WalshL_xxxx	N5	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2051855	276	10519	76.49425287	0.0	0.348479303
WalshL_xxxx__N7__bin.3	WalshL_xxxx	N7	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1413563	117	22480	62.41912342	0.757575758	0.352640809
WalshL_xxxx__N8__bin.2	WalshL_xxxx	N8	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1910822	41	104991	81.13207547	0.691823899	0.351181847
WalshL_xxxx__N9__bin.2	WalshL_xxxx	N9	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1485404	27	97319	69.62264151	0.0	0.352241545
