MAG_id	dataset_id	sample_id	SGB_id	unknown	assigned_taxonomy_level	superkingdom	phylum	class	order	family	genus	species	genome_size	n_contigs	N50	completeness	contamination	GC_content
PothakosV_2020__ERS2068303__bin.9	PothakosV_2020	ERS2068303	SGB29566	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_fallax	1664871	459	4285	77.36241831	4.188481675	0.378514011
PothakosV_2020__ERS2068301__bin.6	PothakosV_2020	ERS2068301	SGB29566	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_fallax	1008148	373	2753	50.12539185	0.862068966	0.377725294
PothakosV_2020__ERS2068302__bin.24	PothakosV_2020	ERS2068302	SGB29566	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_fallax	1819796	504	4054	83.5452268	3.010471204	0.380757513
PothakosV_2020__ERS2068301__bin.17	PothakosV_2020	ERS2068301	SGB94441	ufSGB	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus_SGB94441	1577272	428	4130	50.31347962	1.724137931	0.461965977
PothakosV_2020__ERS2068301__bin.4	PothakosV_2020	ERS2068301	SGB7173	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Paucilactobacillus	Paucilactobacillus_vaccinostercus	1389482	443	3303	59.95388669	3.39673913	0.422944666
PothakosV_2020__ERS2068299__bin.29	PothakosV_2020	ERS2068299	SGB93747	ufSGB	Genus	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Frateuria	Frateuria_SGB93747	2597927	868	3232	76.297609	4.026661318	0.642033822
PothakosV_2020__ERS2068298__bin.20	PothakosV_2020	ERS2068298	SGB93747	ufSGB	Genus	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Frateuria	Frateuria_SGB93747	2285698	858	2722	72.8557599	4.568512187	0.643507147
PothakosV_2020__ERS2068300__bin.24	PothakosV_2020	ERS2068300	SGB93747	ufSGB	Genus	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Frateuria	Frateuria_SGB93747	2055021	821	2574	65.95701736	3.954536125	0.643373961
PothakosV_2020__ERS2068301__bin.27	PothakosV_2020	ERS2068301	SGB93747	ufSGB	Genus	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Frateuria	Frateuria_SGB93747	2371617	854	2897	70.77882534	2.066331418	0.643591693
PothakosV_2020__ERS2068302__bin.15	PothakosV_2020	ERS2068302	SGB93747	ufSGB	Genus	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Frateuria	Frateuria_SGB93747	2226942	856	2559	64.65517241	4.310344828	0.643195018
PothakosV_2020__ERS2068299__bin.14	PothakosV_2020	ERS2068299	SGB11003	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiales_unclassified	Hyphomicrobiales_unclassified	Hyphomicrobiales_bacterium	3144137	1153	2789	58.21193299	4.789196311	0.534312595
PothakosV_2020__ERS2068299__bin.21	PothakosV_2020	ERS2068299	SGB89573	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	Agrobacterium_rhizogenes	3069245	1199	2608	58.35985805	2.42886651	0.594979547
PothakosV_2020__ERS2068303__bin.18	PothakosV_2020	ERS2068303	SGB94425	ufSGB	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_SGB94425	1519745	230	9253	51.72413793	1.724137931	0.485679505
PothakosV_2020__ERS2068302__bin.28	PothakosV_2020	ERS2068302	SGB94425	ufSGB	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus_SGB94425	2393688	214	17042	88.32769086	3.054101222	0.482558295
