MAG_id	dataset_id	sample_id	SGB_assignment	avg_dist	SGB_id	assigned_taxonomy_level	superkingdom	phylum	class	order	family	genus	species	genome_size	n_contigs	N50	completeness	contamination	GC_Content
KharnaiorP_2023__SRR22859377__bin.9	KharnaiorP_2023	SRR22859377	SGB_assigned	0.0202337531249999	SGB7918	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	Vagococcus_fluvialis	2595797	46	131801	100.0	0.39	0.32
KharnaiorP_2023__SRR22859378__bin.11	KharnaiorP_2023	SRR22859378	SGB_assigned	0.0351275769230769	SGB24956	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	Jeotgalicoccus_halotolerans	1450660	243	7001	58.07	1.58	0.41
KharnaiorP_2023__SRR22859378__bin.15	KharnaiorP_2023	SRR22859378	SGB_assigned	0.0333936333333333	SGB98932	Genus	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_SGB98932	3409579	513	9323	93.53	2.12	0.73
KharnaiorP_2023__SRR22859378__bin.19	KharnaiorP_2023	SRR22859378	Unassigned											2367544	39	129974	100.0	1.84	0.34
KharnaiorP_2023__SRR22859378__bin.20	KharnaiorP_2023	SRR22859378	SGB_assigned	0.02039063375	SGB7918	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	Vagococcus_fluvialis	2645051	36	145296	99.99	2.01	0.32
KharnaiorP_2023__SRR22859378__bin.22	KharnaiorP_2023	SRR22859378	SGB_assigned	0.0272605166666666	SGB16635	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_iodinum	3285047	394	12882	92.94	1.96	0.65
KharnaiorP_2023__SRR22859378__bin.23	KharnaiorP_2023	SRR22859378	SGB_assigned	0.0392595	SGB48626	Other	Bacteria	Firmicutes	CFGB13342	OFGB13342	FGB13342	GGB37085	GGB37085_SGB48626	2693921	281	13028	79.05	3.03	0.43
KharnaiorP_2023__SRR22859378__bin.24	KharnaiorP_2023	SRR22859378	SGB_assigned	0.0199817462847965	SGB7962	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_faecalis	2015999	97	34107	79.11	2.88	0.38
KharnaiorP_2023__SRR22859378__bin.4	KharnaiorP_2023	SRR22859378	SGB_assigned	0.0256666	SGB7953	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_sp_RIT_PI_f	2292172	383	7088	72.79	0.62	0.42
KharnaiorP_2023__SRR22859379__bin.1	KharnaiorP_2023	SRR22859379	SGB_assigned	0.0335127769230769	SGB24956	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	Jeotgalicoccus_halotolerans	1563705	163	10947	76.56	1.5	0.42
KharnaiorP_2023__SRR22859379__bin.11	KharnaiorP_2023	SRR22859379	SGB_assigned	0.0265668257142857	SGB7728	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus	Caldibacillus_thermoamylovorans	3166618	278	17507	90.65	1.38	0.38
KharnaiorP_2023__SRR22859379__bin.13	KharnaiorP_2023	SRR22859379	SGB_assigned	0.0218320086956521	SGB96919	Genus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_SGB96919	2645336	194	22681	99.99	3.2	0.33
KharnaiorP_2023__SRR22859379__bin.14	KharnaiorP_2023	SRR22859379	SGB_assigned	0.0241024146341463	SGB7168	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_acidilactici	1426251	211	8355	81.29	3.72	0.43
KharnaiorP_2023__SRR22859379__bin.2	KharnaiorP_2023	SRR22859379	SGB_assigned	0.01747006	SGB7817	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	Mammaliicoccus_lentus	2860617	104	66872	99.85	1.47	0.32
KharnaiorP_2023__SRR22859379__bin.3	KharnaiorP_2023	SRR22859379	SGB_assigned	0.0181837333333333	SGB7118	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_paramesenteroides	1504578	154	16296	90.99	0.29	0.38
KharnaiorP_2023__SRR22859379__bin.5	KharnaiorP_2023	SRR22859379	SGB_assigned	0.01820307	SGB7968	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_faecium	2355474	113	40975	94.4	0.94	0.38
KharnaiorP_2023__SRR22859379__bin.7	KharnaiorP_2023	SRR22859379	SGB_assigned	0.0336798731843575	SGB7196	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	1305415	225	6335	57.26	0.79	0.46
KharnaiorP_2023__SRR22859379__bin.8	KharnaiorP_2023	SRR22859379	SGB_assigned	0.0154282191764705	SGB7169	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1589565	43	59318	99.96	0.01	0.37
KharnaiorP_2023__SRR22859379__bin.9	KharnaiorP_2023	SRR22859379	SGB_assigned	0.0241294899999999	SGB7921	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	Vagococcus_lutrae	1516426	142	14570	72.17	0.96	0.38
KharnaiorP_2023__SRR22859380__bin.13	KharnaiorP_2023	SRR22859380	SGB_assigned	0.0297734944827586	SGB7842	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_succinus	2706326	46	206303	89.98	2.88	0.33
KharnaiorP_2023__SRR22859380__bin.2	KharnaiorP_2023	SRR22859380	SGB_assigned	0.0149730258208422	SGB7962	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_faecalis	2700106	66	68924	99.73	0.16	0.38
KharnaiorP_2023__SRR22859380__bin.5	KharnaiorP_2023	SRR22859380	SGB_assigned	0.0176529638356164	SGB7968	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_faecium	2357880	122	35560	93.77	3.8	0.39
