MAG_id	dataset_id	sample_id	SGB_id	unknown	assigned_taxonomy_level	superkingdom	phylum	class	order	family	genus	species	genome_size	n_contigs	N50	completeness	contamination	GC_content
LeechJ_xxxx__AF66__bin.7	LeechJ_xxxx	AF66	SGB7202	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus_plantarum	1339111	343	4661	53.44827586	2.586206897	0.449659513
LeechJ_xxxx__AF70__bin.6	LeechJ_xxxx	AF70	SGB7202	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus_plantarum	2614984	609	5104	82.12962963	4.098079561	0.454360715
LeechJ_xxxx__AF72__bin.2	LeechJ_xxxx	AF72	SGB7202	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus_plantarum	2489447	497	5934	70.11297387	4.749657064	0.450440198
LeechJ_xxxx__AF66__bin.6	LeechJ_xxxx	AF66	SGB7124	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_pseudomesenteroides	1965910	340	7724	96.11708483	2.072310406	0.392617159
LeechJ_xxxx__AF74__bin.2	LeechJ_xxxx	AF74	SGB7124	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_pseudomesenteroides	1823743	185	18538	98.32735962	0.281618024	0.391710893
LeechJ_xxxx__AF38__bin.2	LeechJ_xxxx	AF38	SGB69408	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_pseudomesenteroides	1564722	245	8805	90.69664903	3.095238095	0.395162208
LeechJ_xxxx__AF88__bin.7	LeechJ_xxxx	AF88	SGB89218	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_lovaniensis	2452401	163	21431	98.50746269	0.0	0.586909726
LeechJ_xxxx__AF68__bin.16	LeechJ_xxxx	AF68	SGB89218	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_lovaniensis	2213589	132	35347	94.18532338	0.497512438	0.592287457
LeechJ_xxxx__AF89__bin.1	LeechJ_xxxx	AF89	SGB7063	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	Liquorilactobacillus_nagelii	2294031	74	65207	99.47643979	0.523560209	0.36637953
LeechJ_xxxx__AF14__bin.5	LeechJ_xxxx	AF14	SGB1192	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_ghanensis	2284977	300	10700	93.31674959	0.995024876	0.576421995
LeechJ_xxxx__AF51__bin.7	LeechJ_xxxx	AF51	SGB89214	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_peroxydans	2516064	378	9767	91.90619483	2.487562189	0.606222258
LeechJ_xxxx__AF31__bin.6	LeechJ_xxxx	AF31	SGB1203	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_indonesiensis	2490944	290	12358	91.12246684	1.523832451	0.544913896
LeechJ_xxxx__AF39__bin.1	LeechJ_xxxx	AF39	SGB19526	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas	Zymomonas_mobilis	1942206	63	51460	100.0	4.07239819	0.462770684
LeechJ_xxxx__AF55__bin.11	LeechJ_xxxx	AF55	SGB19526	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas	Zymomonas_mobilis	1340479	393	3566	71.17715618	2.484574249	0.461903543
LeechJ_xxxx__AF91__bin.4	LeechJ_xxxx	AF91	SGB19526	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas	Zymomonas_mobilis	1555599	438	3981	86.52778594	2.036199095	0.460121792
LeechJ_xxxx__AF19__bin.4	LeechJ_xxxx	AF19	SGB19526	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas	Zymomonas_mobilis	1895172	54	80734	99.42410531	0.0	0.461367623
LeechJ_xxxx__AF21__bin.4	LeechJ_xxxx	AF21	SGB19526	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas	Zymomonas_mobilis	1885564	53	72669	100.0	0.0	0.461573301
LeechJ_xxxx__AF23__bin.3	LeechJ_xxxx	AF23	SGB19526	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas	Zymomonas_mobilis	1608315	369	5077	86.534348	2.488687783	0.462151382
LeechJ_xxxx__AF84__bin.8	LeechJ_xxxx	AF84	SGB7136	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Schleiferilactobacillus	Schleiferilactobacillus_harbinensis	2823948	400	9755	96.46596859	1.326352531	0.536674188
LeechJ_xxxx__AF53__bin.1	LeechJ_xxxx	AF53	SGB1197	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_pasteurianus	1766027	404	4976	82.11670144	4.228855721	0.54680591
LeechJ_xxxx__AF44__bin.13	LeechJ_xxxx	AF44	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1501957	216	9914	87.84153005	1.821493625	0.534386803
LeechJ_xxxx__AF49__bin.1	LeechJ_xxxx	AF49	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1631924	262	7859	97.4726776	1.74863388	0.535351524
LeechJ_xxxx__AF62__bin.1	LeechJ_xxxx	AF62	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1654558	105	24530	94.53551913	0.72859745	0.529229559
LeechJ_xxxx__AF66__bin.9	LeechJ_xxxx	AF66	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1675939	166	16273	97.13114754	0.273224044	0.53387146
LeechJ_xxxx__AF78__bin.14	LeechJ_xxxx	AF78	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	814449	122	8933	53.44827586	0.0	0.542576638
LeechJ_xxxx__AF68__bin.10	LeechJ_xxxx	AF68	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1167230	306	4386	86.34790528	2.276867031	0.536530932
LeechJ_xxxx__AF69__bin.8	LeechJ_xxxx	AF69	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	688410	167	4806	50.96509783	0.318761384	0.528034166
LeechJ_xxxx__AF37__bin.3	LeechJ_xxxx	AF37	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1478184	244	8354	91.50403331	1.202185792	0.535097119
LeechJ_xxxx__AF25__bin.2	LeechJ_xxxx	AF25	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1490675	235	8208	93.85245902	2.845669813	0.534707431
LeechJ_xxxx__AF26__bin.8	LeechJ_xxxx	AF26	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	875337	128	9432	56.89655172	0.0	0.538478323
LeechJ_xxxx__AF04__bin.6	LeechJ_xxxx	AF04	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1509275	194	10942	96.22040073	0.364298725	0.534037203
LeechJ_xxxx__AF12__bin.4	LeechJ_xxxx	AF12	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1514820	301	6368	89.38979964	2.732240437	0.531831505
LeechJ_xxxx__AF16__bin.2	LeechJ_xxxx	AF16	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1564668	207	11432	90.98360656	1.092896175	0.533060688
LeechJ_xxxx__AF18__bin.1	LeechJ_xxxx	AF18	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1640813	126	23472	95.90163934	0.819672131	0.534831209
LeechJ_xxxx__AF20__bin.5	LeechJ_xxxx	AF20	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	637070	200	3302	51.94154661	0.655737705	0.54467013
LeechJ_xxxx__AF22__bin.5	LeechJ_xxxx	AF22	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1546169	107	22896	94.92583919	0.546448087	0.531421209
LeechJ_xxxx__AF29__bin.4	LeechJ_xxxx	AF29	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	895078	136	9169	58.528997	0.0	0.531641935
LeechJ_xxxx__AF31__bin.5	LeechJ_xxxx	AF31	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1498704	254	7605	90.08587041	1.051975523	0.536031131
LeechJ_xxxx__AF33__bin.1	LeechJ_xxxx	AF33	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1646551	189	12691	96.99453552	0.819672131	0.53330325
LeechJ_xxxx__AF38__bin.5	LeechJ_xxxx	AF38	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1338094	210	9243	89.09836066	1.839708561	0.531375972
LeechJ_xxxx__AF39__bin.6	LeechJ_xxxx	AF39	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1608202	120	23012	97.54098361	0.819672131	0.534849478
LeechJ_xxxx__AF53__bin.9	LeechJ_xxxx	AF53	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1711125	139	24285	98.08743169	0.0	0.532950544
LeechJ_xxxx__AF55__bin.14	LeechJ_xxxx	AF55	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1650383	113	23625	96.08378871	0.182149362	0.534698309
LeechJ_xxxx__AF64__bin.3	LeechJ_xxxx	AF64	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1452385	218	9187	95.6284153	2.158469945	0.535650671
LeechJ_xxxx__AF67__bin.1	LeechJ_xxxx	AF67	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1582041	163	14138	93.71584699	0.136612022	0.535460206
LeechJ_xxxx__AF70__bin.7	LeechJ_xxxx	AF70	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1445372	287	6445	94.15300546	3.004462926	0.535056027
LeechJ_xxxx__AF71__bin.5	LeechJ_xxxx	AF71	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1358361	220	9222	90.46613678	1.202185792	0.534823953
LeechJ_xxxx__AF72__bin.7	LeechJ_xxxx	AF72	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1712742	81	31260	97.54098361	0.0	0.530520651
LeechJ_xxxx__AF81__bin.10	LeechJ_xxxx	AF81	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1726245	148	17367	98.49726776	1.183970856	0.53234622
LeechJ_xxxx__AF84__bin.17	LeechJ_xxxx	AF84	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	984868	155	9236	75.60961279	0.068306011	0.531528083
LeechJ_xxxx__AF87__bin.3	LeechJ_xxxx	AF87	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1259188	257	6292	89.42705746	1.689021361	0.535182197
LeechJ_xxxx__AF88__bin.2	LeechJ_xxxx	AF88	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	764928	153	6201	59.45437986	0.0	0.529529577
LeechJ_xxxx__AF89__bin.8	LeechJ_xxxx	AF89	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1356934	181	8780	86.46512721	1.275045537	0.536492563
LeechJ_xxxx__AF91__bin.1	LeechJ_xxxx	AF91	SGB7106	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1623199	196	12232	94.26229508	1.202185792	0.53473234
LeechJ_xxxx__AF04__bin.3	LeechJ_xxxx	AF04	SGB7048	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1791609	401	5681	86.80785124	0.699760766	0.372050486
LeechJ_xxxx__AF12__bin.1	LeechJ_xxxx	AF12	SGB7048	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1810187	89	41851	98.16017316	0.0	0.364780545
LeechJ_xxxx__AF18__bin.7	LeechJ_xxxx	AF18	SGB7048	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	932594	115	11716	51.72413793	0.0	0.357767689
LeechJ_xxxx__AF22__bin.3	LeechJ_xxxx	AF22	SGB7048	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1485144	315	6042	79.74295982	0.754483612	0.366936809
LeechJ_xxxx__AF64__bin.1	LeechJ_xxxx	AF64	SGB7048	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1192004	331	4113	70.09976979	1.080283353	0.372513851
LeechJ_xxxx__AF67__bin.2	LeechJ_xxxx	AF67	SGB7048	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1580095	284	7258	91.95198741	0.76469583	0.366011537
LeechJ_xxxx__AF70__bin.2	LeechJ_xxxx	AF70	SGB7048	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	888731	106	13408	53.44827586	0.0	0.357863065
LeechJ_xxxx__AF87__bin.4	LeechJ_xxxx	AF87	SGB7048	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1372331	225	8215	78.37540649	2.569854388	0.369884525
LeechJ_xxxx__AF88__bin.1	LeechJ_xxxx	AF88	SGB7048	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1481630	432	3674	76.02837525	0.816607635	0.375649791
LeechJ_xxxx__AF40__bin.3	LeechJ_xxxx	AF40	SGB7048	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1504687	373	4747	77.92627229	1.731601732	0.370712314
LeechJ_xxxx__AF41__bin.7	LeechJ_xxxx	AF41	SGB7048	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1724015	72	32390	98.37662338	0.0	0.363444054
LeechJ_xxxx__AF82__bin.16	LeechJ_xxxx	AF82	SGB7048	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helveticus	1814187	205	15630	87.92376455	3.339517625	0.36453133
LeechJ_xxxx__AF86__bin.9	LeechJ_xxxx	AF86	SGB97147	uSGB	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_SGB97147	1477321	194	10603	66.84952978	0.0	0.374950332
LeechJ_xxxx__AF04__bin.7	LeechJ_xxxx	AF04	SGB69401	uSGB	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69401	1045318	144	10945	71.54220779	1.753246753	0.510816804
LeechJ_xxxx__AF18__bin.5	LeechJ_xxxx	AF18	SGB69401	uSGB	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69401	623882	179	3763	66.37931034	1.724137931	0.51849869
LeechJ_xxxx__AF87__bin.9	LeechJ_xxxx	AF87	SGB69401	uSGB	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69401	1105125	136	12271	84.75677831	0.324675325	0.515154394
LeechJ_xxxx__AF30__bin.1	LeechJ_xxxx	AF30	SGB69401	uSGB	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69401	897074	24	49704	67.24137931	0.0	0.50684336
LeechJ_xxxx__AF65__bin.5	LeechJ_xxxx	AF65	SGB69401	uSGB	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB69401	809352	62	20373	62.07792208	0.162337662	0.514498018
LeechJ_xxxx__AF05__bin.2	LeechJ_xxxx	AF05	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1788607	178	17724	97.47942387	0.308641975	0.372600018
LeechJ_xxxx__AF44__bin.9	LeechJ_xxxx	AF44	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	2084454	261	14106	99.38271605	0.843621399	0.371000272
LeechJ_xxxx__AF46__bin.1	LeechJ_xxxx	AF46	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1791103	300	9482	96.2191358	1.446208113	0.371961858
LeechJ_xxxx__AF49__bin.3	LeechJ_xxxx	AF49	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1424263	254	7821	93.77572016	0.329218107	0.371613248
LeechJ_xxxx__AF50__bin.1	LeechJ_xxxx	AF50	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1548673	332	6420	92.21193416	2.386831276	0.374560672
LeechJ_xxxx__AF60__bin.2	LeechJ_xxxx	AF60	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1744877	152	19249	99.29453263	0.308641975	0.370604919
LeechJ_xxxx__AF61__bin.2	LeechJ_xxxx	AF61	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	879043	273	3534	70.67460317	0.977366255	0.369810123
LeechJ_xxxx__AF62__bin.5	LeechJ_xxxx	AF62	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1212222	305	4635	84.17742237	2.649176955	0.370424724
LeechJ_xxxx__AF63__bin.6	LeechJ_xxxx	AF63	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1138345	323	4053	78.00282922	1.872427984	0.371161643
LeechJ_xxxx__AF66__bin.8	LeechJ_xxxx	AF66	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1652853	241	10065	99.38271605	2.263374486	0.376396449
LeechJ_xxxx__AF78__bin.11	LeechJ_xxxx	AF78	SGB7169	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus_pentosaceus	1253681	329	4372	86.93571518	4.443158436	0.371664722
LeechJ_xxxx__AF68__bin.18	LeechJ_xxxx	AF68	SGB7114	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_cibaria	2334013	186	20148	89.66195699	1.533742331	0.448799985
